RecordID,CustomerID_Hash,Statement_Generation_Date,Statement_Period_Months,Opening_Balance,Closing_Balance,Total_Credits,Num_Credit_Transactions,Total_Debits,Num_Debit_Transactions,Probable_Salary_Deposits_Count,Probable_Salary_Total,Other_Credits_Total,ATM_Withdrawals_Count,ATM_Withdrawals_Total,POS_Purchases_Count,POS_Purchases_Total,Airtime_Purchases_Count,Airtime_Purchases_Total,Online_P2P_Payments_Count,Online_P2P_Payments_Total,Send_Money_eWallet_Count,Send_Money_eWallet_Total,Debit_Orders_Processed_Count,Debit_Orders_Processed_Total,Debit_Orders_Returned_Count,Debit_Orders_Returned_Total,Fees_Monthly_Account_Total,Fees_Service_Charges_Total,Fees_Penalty_Interest_Total,Fees_Unpaid_Item_Charges_Total,Fees_Honouring_Charges_Total,VAT_on_Charges,Transfers_To_Savings_Count,Transfers_To_Savings_Total,Days_Balance_Below_Zero,Min_Balance_Recorded,Max_Balance_Recorded,Account_Type_Code,Net_Income,Salary_Ratio,Savings_Ratio,Expense_Ratio,Balance_Stability,Fees_Total,Credit_Score_Class
139,cba3f3467e,2025-02-13,3,1815.2,2241.4,24907.61,22,24481.41,75,4,12964.93,11942.68,10,396.62,18,199.63,4,1114.74,7,230.6,5,2408.52,5,6371.15,2,4553.22,17.53,258.21,0.0,127.47,0.0,56.45,2,4415.58,90,648.31,10749.95,2,426.2000000000007,0.5205208368044947,0.17727834986977875,0.9161240902435035,10101.640000000001,403.21000000000004,0
140,c003b41607,2024-03-16,3,9366.26,-933.38,29296.65,7,39596.29,79,6,25691.12,3605.53,4,6663.1,5,2966.88,10,192.24,8,3534.94,5,2866.38,4,3291.46,4,655.87,42.72,24.4,0.0,38.27,0.0,14.75,4,6853.6,85,-277.38,36257.84,3,-10299.64,0.8769302974913513,0.23393800997724995,1.0241414834010165,36535.219999999994,105.39000000000001,0
141,c639c261e3,2025-04-20,3,9872.74,3891.45,37352.94,51,43334.23,74,6,11412.5,25940.44,2,5147.58,14,9119.51,7,1777.7,1,1487.52,3,1680.4,5,10257.33,0,0.0,33.19,173.31,0.0,0.0,0.0,28.91,3,3650.9,74,2981.37,40396.2,3,-5981.290000000001,0.30553150568603166,0.09774063299970498,0.9175988572319129,37414.829999999994,206.5,0
142,788dc4e4b8,2024-04-11,3,3927.89,14793.54,1160.43,43,5088.32,40,4,855.17,305.26,9,1081.47,11,1171.83,6,31.84,8,74.58,3,296.48,0,161.11,0,0.0,37.07,90.14,0.0,0.0,0.0,17.81,9,462.51,0,1931.83,5364.87,1,-3927.8899999999994,0.7369423403393569,0.3985677722913058,1.0,3433.04,127.21000000000001,2
143,6a14e6eb4f,2024-01-02,3,827.24,14645.21,23351.03,15,9533.06,23,5,17899.97,5451.06,6,401.24,20,2919.35,1,146.53,7,638.44,2,169.61,5,2283.61,3,1952.66,26.3,239.67,0.0,111.97,0.0,52.91,2,815.39,9,-982.24,20705.27,2,13817.97,0.7665601902785445,0.03491880229694365,0.3942821384656553,21687.510000000002,377.93999999999994,2
144,a78e62073d,2024-01-31,3,7183.81,55.18,7896.1,43,15024.73,53,3,4277.25,3618.85,2,3844.21,4,1756.78,3,188.74,6,662.52,0,673.03,5,2880.58,0,0.0,37.39,244.06,0.0,0.0,0.0,39.4,4,2681.8,6,1.2,13247.15,2,-7128.629999999999,0.541691467939869,0.3396360228467218,0.9963408269678002,13245.949999999999,281.45,2
145,56ce0ee137,2024-10-16,3,381.77,13496.53,31252.3,57,18137.54,88,0,0.0,31252.3,4,1421.09,20,6420.51,3,373.99,2,1506.03,5,1232.8,0,2785.09,0,0.0,10.33,60.03,0.0,0.0,0.0,9.85,2,1359.68,45,-910.51,19617.76,3,13114.759999999998,0.0,0.043506557917337284,0.5733546141865401,20528.269999999997,70.36,1
146,ac8e9f6096,2024-02-29,3,1493.53,-528.94,18502.65,42,20525.12,114,6,13502.16,5000.49,9,4540.12,18,6775.41,6,385.61,9,176.74,5,498.22,1,951.55,0,0.0,31.42,107.72,0.0,0.0,0.0,19.48,1,3462.3,24,-1241.75,10444.98,3,-2022.4699999999975,0.7297419558819952,0.18712454702434517,1.0264520523419973,11686.73,139.14,2
147,9a34ad29e8,2024-02-17,3,4412.43,9702.01,29675.17,32,24385.59,88,3,23859.68,5815.49,0,6276.86,18,1529.21,3,888.33,6,1454.27,4,1251.21,2,4507.83,1,1157.94,35.03,181.59,0.0,26.24,0.0,34.0,8,3643.68,22,-1366.07,27130.11,2,5289.579999999998,0.8040284183713186,0.12278548025167169,0.7153800795597226,28496.18,242.86,2
148,a72aa90c28,2024-07-28,3,6449.82,7172.79,17039.82,8,16316.85,47,4,10705.7,6334.12,5,3389.15,2,403.76,3,65.77,6,162.53,0,1075.36,5,909.24,5,375.9,19.33,161.09,4.97,41.01,86.74,43.84,6,612.29,69,-706.59,14497.75,3,722.9699999999993,0.6282754160548645,0.03593289130988473,0.694640275457606,15204.34,313.14,0
149,cda28aa462,2024-04-04,3,6279.26,15392.95,13902.14,54,4788.45,21,5,7666.77,6235.37,5,1060.4,5,175.42,4,235.33,8,380.17,1,35.1,2,607.4,2,526.67,30.95,125.58,41.89,177.63,16.01,54.89,1,945.34,44,1249.85,18932.9,3,9113.689999999999,0.5514812827377656,0.06799960293882813,0.23727045695541438,17683.050000000003,392.06,2
150,a0429c3b96,2024-05-03,3,4075.36,7252.24,39884.69,51,36707.81,89,0,0.0,39884.69,8,9103.97,9,5540.23,4,1366.76,1,2322.37,4,3050.44,2,9602.05,0,0.0,17.19,42.04,0.0,0.0,0.0,8.29,8,45.33,40,3157.01,40009.03,3,3176.8800000000047,0.0,0.0011365263212525908,0.8350265752654966,36852.02,59.230000000000004,1
151,35e1643387,2024-06-01,3,7028.19,19614.76,22153.76,17,9567.19,23,4,10267.9,11885.86,0,426.3,20,3376.91,1,165.11,10,715.32,2,948.51,2,641.79,2,171.37,5.28,260.68,0.0,122.75,0.0,54.42,4,147.65,44,254.67,26892.33,3,12586.569999999998,0.46348339965766533,0.0066647828630444685,0.32784615147377066,26637.660000000003,388.71,2
152,6a9feb8994,2025-03-04,3,6818.02,3772.22,1986.76,25,5032.56,10,6,1344.98,641.78,2,410.95,2,638.22,7,161.76,3,453.51,0,105.66,1,630.48,0,0.0,38.11,175.61,0.0,0.0,0.0,29.92,6,747.7,68,4654.8,6445.27,3,-3045.8,0.6769715516720691,0.37634137993517086,0.5715713510161526,1790.4700000000003,213.72000000000003,1
153,ccd9363a8d,2024-04-28,3,4468.25,5140.27,31546.57,35,30874.55,48,5,24643.57,6903.0,3,6562.16,2,2498.78,10,1210.53,8,600.42,4,4.04,2,9052.78,2,946.7,13.28,191.44,21.62,87.12,83.27,55.54,1,2884.37,10,799.58,13935.07,2,672.0200000000004,0.7811806481655533,0.09143212716945139,0.8572734779737896,13135.49,396.73,2
154,7aa0d33e75,2024-06-06,3,4340.67,-347.64,6068.72,6,10757.03,53,3,3892.58,2176.14,6,1115.28,2,841.16,4,516.37,8,464.58,5,473.29,5,339.83,3,222.06,16.56,277.62,0.0,104.64,0.0,55.83,0,356.57,53,-1078.54,9681.78,2,-4688.31,0.6414169709592796,0.05875538828616248,1.0333967696474051,10760.32,398.82,0
155,0d6f4e7797,2024-10-15,3,9059.5,10895.19,26802.85,31,24967.16,93,0,0.0,26802.85,8,5109.3,3,4619.75,7,625.79,4,339.49,5,1298.85,1,892.77,0,0.0,17.41,253.12,0.0,0.0,0.0,37.87,3,4665.61,27,478.47,11498.79,3,1835.6899999999987,0.0,0.17407141404738674,0.6961941980935438,11020.320000000002,270.53000000000003,1
156,2a3d38a0fe,2024-04-20,3,1787.48,13872.63,21730.47,39,9645.32,73,4,9135.48,12594.99,1,2564.95,7,1200.23,1,445.71,10,572.01,1,197.3,4,1268.56,3,644.13,18.33,180.93,0.0,11.9,0.0,29.56,7,1711.06,48,824.69,20917.5,2,12085.150000000001,0.42039955877622526,0.07874012849238879,0.41012588257054716,20092.81,211.16,2
157,83e99e4099,2024-04-13,3,3925.62,5173.22,33648.18,14,32400.58,46,3,20971.19,12676.99,3,3930.29,20,4106.37,0,282.49,6,2463.84,4,3105.24,2,8106.91,1,6696.36,10.24,39.76,0.0,74.11,0.0,17.38,7,1621.32,78,1000.68,6178.2,2,1247.5999999999985,0.6232488651689333,0.04818447832839696,0.8623184240082185,5177.5199999999995,124.11,0
158,6231d80036,2024-12-21,3,4814.31,15998.57,29571.29,55,18387.03,77,6,10829.47,18741.82,6,2087.99,14,3756.21,2,38.16,8,262.38,4,1541.23,3,2308.68,2,255.6,28.98,208.79,0.0,139.03,0.0,52.75,3,807.93,23,-1246.39,28026.74,1,11184.260000000002,0.3662156774357831,0.027321432375794222,0.5347305267321204,29273.13,376.79999999999995,2
159,2fe7e7c016,2025-03-17,3,5957.02,19843.73,37976.27,16,24089.56,51,0,0.0,37976.27,0,2430.04,19,89.65,6,204.89,8,1417.23,2,2092.06,0,5850.77,0,0.0,36.96,294.34,0.0,0.0,0.0,46.38,9,238.63,41,2009.39,21946.9,3,13886.709999999995,0.0,0.006283660822929688,0.5483213299072299,19937.510000000002,331.29999999999995,1
160,b718539cd5,2024-10-15,3,4079.18,5571.67,38299.85,35,36807.36,32,1,14271.19,24028.66,5,9860.9,15,4930.33,0,627.06,5,2461.16,1,962.39,0,3761.81,0,0.0,41.4,191.77,0.0,0.0,0.0,32.64,0,6570.86,58,1209.27,29304.28,1,1492.489999999998,0.3726173862299722,0.1715635962020739,0.8685276656874874,28095.01,233.17000000000002,0
161,8daeacb72d,2024-04-17,3,5928.09,7034.09,9904.26,28,8798.26,45,2,8071.76,1832.5,3,1311.02,8,760.59,4,329.29,1,663.95,2,513.15,4,1016.15,4,786.39,26.35,51.44,5.57,2.27,88.0,24.31,2,242.06,30,5837.69,10452.77,1,1106.0,0.814978605165858,0.024439988449414696,0.555714091717275,4615.080000000001,173.63,2
162,239fca2fd2,2025-01-02,3,1059.18,12722.51,10496.22,42,11555.4,115,2,8769.65,1726.57,5,343.24,10,2038.1,0,324.8,0,984.44,5,937.19,3,20.88,3,1.14,19.89,48.23,12.61,36.74,72.94,26.66,0,738.84,58,125.4,12295.35,3,-1059.1800000000003,0.8355055439005661,0.07039105506553789,1.0,12169.95,190.41,1
163,ffe08d2cc9,2024-12-12,3,8656.87,5858.76,34608.79,9,37406.9,29,1,15455.02,19153.77,8,10062.18,11,2962.86,1,999.45,9,1398.34,1,469.17,3,218.99,1,39.94,37.43,100.6,0.0,15.93,0.0,21.55,8,6400.6,28,6961.12,33875.87,3,-2798.1100000000006,0.4465634308509486,0.18494145562442374,0.8645863717322236,26914.750000000004,153.96,1
164,62198a9415,2024-02-11,3,5816.59,13920.78,22927.54,34,14823.35,13,3,9655.23,13272.31,10,1592.46,14,5510.11,5,405.96,10,143.73,1,182.46,1,949.37,0,0.0,43.6,164.72,0.0,0.0,0.0,29.16,4,2078.48,36,-1106.2,18411.06,2,8104.1900000000005,0.4211193176415786,0.09065429609979962,0.5157000751109879,19517.260000000002,208.32,2
165,0eadfcbdb2,2024-09-04,3,6860.31,13177.84,18872.1,6,12554.57,30,3,11484.01,7388.09,10,2643.13,5,884.66,7,563.78,0,207.4,3,275.83,2,422.53,0,0.0,19.65,212.9,0.0,0.0,0.0,32.56,4,2316.06,80,6661.08,19377.45,1,6317.529999999999,0.6085178649964763,0.12272402117411417,0.48788939706774453,12716.37,232.55,1
166,3e86dd4bb4,2025-04-10,3,8049.31,10579.86,26703.06,37,24172.51,83,6,20878.53,5824.53,5,1038.32,1,4545.59,1,856.82,8,2065.96,3,434.38,0,5258.41,0,0.0,9.08,17.73,11.79,0.0,47.82,12.1,4,67.37,76,6056.15,20857.02,2,2530.550000000003,0.7818778072625384,0.0025229318287866634,0.6955643600709821,14800.87,86.42,1
167,eac103d7b5,2024-10-12,3,2945.57,13699.47,37679.12,17,26925.22,108,2,12992.94,24686.18,7,5073.31,0,8387.54,1,927.29,4,2109.6,4,436.4,3,2973.54,2,1476.86,24.51,231.2,21.71,19.83,10.81,43.13,0,710.71,33,843.19,29655.35,1,10753.900000000001,0.34483130179261084,0.018862170878725406,0.6627797036728157,28812.16,308.05999999999995,2
168,38a43436c5,2024-07-24,3,6967.42,-560.14,31077.3,42,38604.86,87,0,0.0,31077.3,4,11540.29,15,10404.62,8,554.01,9,1015.32,0,2015.87,4,9597.75,3,5739.13,20.31,161.55,37.22,120.68,83.74,59.29,1,206.87,45,1812.75,37309.8,2,-7527.560000000001,0.0,0.006656627184472268,1.0147231994347705,35497.05,423.5,0
169,0c50369502,2025-01-06,3,9814.36,14668.41,21425.81,47,16571.76,62,6,6849.68,14576.13,7,3095.17,15,3442.63,9,290.08,5,650.21,3,1656.04,3,535.24,2,383.56,17.69,133.78,0.0,50.44,0.0,28.27,3,3290.7,84,275.99,26107.7,3,4854.050000000003,0.31969293109572056,0.15358579208907386,0.5304631824986867,25831.71,201.91,0
170,4eb1b4b8f4,2024-05-11,3,4716.36,7745.51,10922.49,33,7893.34,111,3,4778.4,6144.09,9,1851.13,13,1816.87,6,125.79,1,374.27,0,724.0,1,135.55,0,0.0,38.69,63.11,0.0,0.0,0.0,14.25,0,888.99,88,1834.02,12658.73,3,3029.1499999999996,0.4374826619204961,0.08139078177228819,0.5047263705451488,10824.71,101.8,0
171,056d934e16,2025-01-24,3,1223.08,2010.04,18597.68,5,17810.72,12,2,7192.54,11405.14,4,3082.72,9,4738.58,7,870.33,9,1341.52,5,542.11,4,2606.15,2,319.17,31.13,237.04,0.0,140.35,0.0,57.19,3,865.06,67,1057.16,2272.24,2,786.9599999999991,0.38674393795355116,0.046514403947159,0.8985891560162174,1215.0799999999997,408.52,0
172,a2f01068df,2025-04-16,3,1480.37,4400.19,20383.49,56,17463.67,61,3,12602.88,7780.61,10,3753.48,14,2420.4,9,82.83,3,1345.26,2,170.67,1,1079.06,1,407.96,13.91,10.89,0.0,96.72,0.0,17.01,1,2319.74,37,-1362.56,20732.83,2,2919.8200000000033,0.6182886247644539,0.11380484892430097,0.7987459670890683,22095.390000000003,121.52,2
173,50b7983ad9,2024-07-05,3,336.0,10602.68,26948.88,32,16682.2,71,6,22301.5,4647.38,8,1086.73,12,6238.13,1,785.18,4,1646.31,0,1155.94,2,2886.1,2,2495.44,42.64,168.75,0.0,169.03,0.0,53.26,0,3301.74,44,-1163.1,12917.44,1,10266.68,0.8275483062746949,0.12251863528280209,0.6114082231624255,14080.54,380.41999999999996,2
174,473711dfd4,2024-11-08,3,3631.28,14381.46,20868.9,57,10118.72,54,5,13555.27,7313.63,10,2166.59,12,4045.02,4,472.69,0,390.6,0,267.68,2,1347.63,0,0.0,37.29,198.62,0.0,0.0,0.0,33.03,3,1654.32,4,-1468.12,16476.79,1,10750.180000000002,0.6495440583835276,0.07927202679585411,0.41300594526244294,17944.91,235.91,2
175,e121d69ad0,2025-01-24,3,2686.29,1769.69,15474.81,37,16391.41,41,3,10069.4,5405.41,2,1308.18,1,5312.97,7,775.7,1,1059.56,5,47.02,1,4007.1,0,0.0,31.17,35.11,0.0,0.0,0.0,9.28,6,119.78,71,436.2,2191.67,3,-916.6000000000004,0.6506961959468323,0.007740321205882334,0.9025560125763308,1755.47,66.28,0
176,5107f2f638,2024-03-06,3,9200.39,17191.36,36594.14,35,28603.17,80,2,20540.94,16053.2,1,729.3,3,10707.22,2,1088.67,3,2832.25,1,2233.47,0,4599.69,0,0.0,14.05,88.88,0.0,0.0,0.0,14.41,3,1961.04,56,-127.18,35066.53,2,7990.970000000001,0.5613177410372262,0.053588907950835846,0.624597959625309,35193.71,102.92999999999999,1
177,57cd6ed3ad,2024-02-06,3,6839.89,14232.83,26988.33,38,19595.39,77,1,11730.27,15258.06,2,1644.19,11,1073.35,8,16.29,2,1012.14,4,1528.26,0,4802.92,0,0.0,20.87,172.59,15.14,0.0,76.36,39.89,8,1523.29,21,2646.74,30779.26,2,7392.940000000002,0.43464230650803515,0.05644254386988746,0.579261634221369,28132.519999999997,284.96000000000004,2
178,41c765fc2c,2024-07-06,3,8209.37,19257.1,20115.92,39,9068.19,23,1,10821.18,9294.74,1,2049.99,8,3489.29,3,61.92,0,579.14,1,150.65,3,1548.55,2,450.96,20.48,258.66,32.04,63.58,96.42,65.97,6,451.43,1,6524.35,20792.85,3,11047.729999999998,0.5379410934225232,0.02244142947476427,0.3201446481218727,14268.499999999998,471.18000000000006,2
179,3be7c4ad4b,2024-11-17,3,2233.62,18746.91,27783.33,20,11270.04,75,1,15163.33,12620.0,0,117.45,6,4244.18,0,164.8,0,802.1,3,80.88,5,3105.12,3,785.9,23.05,240.01,13.46,88.07,49.89,58.03,0,2100.38,88,848.09,22137.41,1,16513.29,0.5457707913342281,0.07559856935795672,0.3754558674348993,21289.32,414.47999999999996,1
180,1be96af5e3,2024-03-05,3,5475.98,16183.91,18167.88,9,7459.95,36,2,7395.41,10772.47,2,1389.31,9,365.38,10,43.74,3,648.48,2,518.75,4,915.35,0,0.0,36.9,79.8,0.0,0.0,0.0,16.34,10,584.09,81,637.27,22969.8,1,10707.93,0.4070596018908095,0.03214959588020176,0.31551320300492386,22332.53,116.69999999999999,1
181,3ceda38002,2025-02-17,3,1216.57,1403.83,4479.27,7,4292.01,57,0,0.0,4479.27,5,496.84,14,1599.17,4,171.79,4,316.75,3,345.98,3,868.83,0,0.0,37.18,57.82,29.1,0.0,88.19,29.72,0,46.54,25,-12.64,3857.69,1,187.26000000000022,0.0,0.010390085884530291,0.7535341582628726,3870.33,212.29,1
182,ce9a6fde74,2025-03-22,3,5098.95,13576.65,8649.74,38,172.04,24,6,6599.86,2049.88,5,22.39,1,40.97,2,4.78,1,7.01,4,15.46,2,4.36,2,0.95,31.37,61.79,0.0,37.92,0.0,18.35,10,30.76,64,2026.62,13718.74,1,8477.699999999999,0.7630125298563887,0.0035561762550088212,0.012513192165944539,11692.119999999999,131.07999999999998,2
183,86e6376922,2024-08-05,3,620.5,12760.52,15552.78,42,3412.76,111,0,0.0,15552.78,2,696.24,13,374.53,10,74.09,10,26.02,4,179.08,3,304.43,0,0.0,13.1,249.77,0.0,0.0,0.0,36.8,2,536.57,16,-595.95,14562.33,2,12140.02,0.0,0.034499941489560065,0.2110122374682192,15158.28,262.87,2
184,867765f9d9,2024-07-07,3,1855.99,15894.69,8865.67,51,10721.66,67,2,7156.39,1709.28,1,2063.23,1,2129.52,6,285.51,6,416.2,5,262.53,5,1695.6,2,30.77,16.17,90.2,0.0,188.49,0.0,41.28,5,471.77,7,270.43,12886.63,1,-1855.9899999999998,0.8072023885391629,0.053213124332396756,1.0,12616.199999999999,294.86,2
185,7fbff809b0,2024-09-02,3,9966.41,17348.29,37901.98,30,30520.1,116,6,23158.52,14743.46,9,2218.7,8,1000.03,8,136.58,6,2570.33,4,772.48,4,3333.33,1,1604.81,33.13,96.82,0.0,89.39,0.0,30.71,7,3966.52,25,7197.04,18600.44,3,7381.880000000005,0.6110108231812691,0.10465205247852485,0.6375835911757216,11403.399999999998,219.33999999999997,2
186,99d86d9c65,2025-03-08,3,5895.78,13398.79,17472.33,48,9969.32,120,6,9086.53,8385.8,5,2565.98,7,1107.1,2,178.7,6,727.05,5,98.44,3,2301.14,0,0.0,22.09,84.6,0.0,0.0,0.0,14.94,3,1691.05,50,2098.2,17466.11,2,7503.010000000002,0.5200525631097855,0.09678445862686887,0.4266207237127863,15367.91,106.69,2
187,b093db8bf3,2025-04-04,3,4953.21,15633.11,39181.63,28,28501.73,70,0,0.0,39181.63,8,8547.61,11,3231.62,4,1346.13,0,1960.05,3,274.52,1,5002.49,0,0.0,9.45,109.24,0.0,0.0,0.0,16.62,2,3083.54,32,1987.82,17941.36,1,10679.899999999998,0.0,0.07869861463139742,0.6457875456215544,15953.54,118.69,1
188,edb326fec2,2024-07-08,3,2881.76,4205.89,37461.43,29,36137.3,104,1,25355.96,12105.47,1,3540.65,6,2873.76,3,982.35,8,680.07,2,3352.71,3,6846.95,2,1545.4,33.03,72.31,0.0,11.55,0.0,16.36,7,6509.88,64,2415.57,21135.53,2,1324.1299999999974,0.676855101366926,0.17377553392916395,0.8957472128505456,18719.96,116.89,1
189,24de96394e,2024-12-31,3,8272.61,11891.43,28809.17,44,25190.35,17,2,13390.15,15419.02,9,5466.19,4,1699.49,5,1004.77,3,1829.1,0,735.71,5,6741.59,1,4883.04,22.17,85.36,0.0,17.92,0.0,17.56,6,3564.68,4,1272.66,15509.96,3,3618.8199999999997,0.46478777417051587,0.12373421379373303,0.6793187921399674,14237.3,125.45,2
190,c49fbd41c2,2024-10-03,3,9961.93,12554.4,9727.04,24,7134.57,69,6,6422.26,3304.78,9,853.29,14,739.47,10,159.84,2,511.53,3,100.28,2,1254.16,0,0.0,19.75,95.31,0.0,0.0,0.0,16.11,6,846.79,80,7112.91,14618.89,1,2592.470000000001,0.6602481330394446,0.08705526038753823,0.36236380064574225,7505.98,115.06,1
191,82e7b8db3e,2024-03-24,3,5607.12,19915.45,9338.41,25,14945.53,73,2,8061.12,1277.29,8,133.13,7,4420.8,3,237.53,6,1279.51,1,1434.08,4,2080.75,1,808.35,36.4,275.98,43.57,35.25,57.85,62.87,5,307.98,2,1343.33,17045.0,3,-5607.120000000001,0.8632218975178858,0.032979918422943524,1.0000000000000002,15701.67,449.05,2
192,84183e9c3f,2025-03-19,3,7099.47,16823.32,15708.28,25,5984.43,53,5,14037.51,1670.77,2,384.98,20,2305.66,0,102.98,6,439.11,1,132.12,2,528.07,2,154.03,10.26,175.81,0.0,64.63,0.0,35.1,8,796.88,0,343.77,21069.51,1,9723.85,0.8936376229606297,0.05072993351277161,0.2623858118402736,20725.739999999998,250.7,2
193,192766a53c,2024-01-07,3,4920.39,8813.22,10639.25,18,6746.42,38,1,6209.76,4429.49,4,1430.96,1,1780.14,1,306.99,7,388.16,4,215.31,5,1855.34,4,1283.81,14.35,129.7,25.24,12.57,24.05,28.83,6,635.78,73,4113.88,15167.37,1,3892.83,0.5836652019644242,0.05975797166153629,0.4335845816484186,11053.490000000002,205.91,1
194,06edb43820,2024-04-13,3,38.34,6476.89,6938.0,45,499.45,111,5,2280.55,4657.45,7,77.32,0,173.86,10,4.18,1,9.35,5,3.24,4,85.9,0,0.0,42.76,158.02,0.0,0.0,0.0,28.11,0,45.85,49,-982.75,6971.19,2,6438.55,0.3287042375324301,0.0066085327183626405,0.07159198089542654,7953.94,200.78,1
195,85c62c4e92,2024-01-31,3,0.88,10932.14,8237.55,10,8238.429999999998,59,5,3397.05,4840.5,7,972.64,15,1892.36,8,16.93,5,104.0,2,159.24,4,2142.23,2,180.86,42.08,160.93,21.01,114.42,75.32,57.93,8,1234.57,84,-859.33,10417.26,1,-0.8799999999991996,0.41238596427335805,0.149871017474856,1.0,11276.59,413.76,0
196,7fa8452b40,2025-04-28,3,3340.38,7414.61,18156.35,53,14082.12,88,2,8891.57,9264.78,2,747.77,18,2976.32,6,368.92,10,1395.2,1,1177.21,5,2246.8,5,1521.93,17.22,12.01,0.0,162.1,0.0,26.79,10,2745.09,55,-1347.9,10413.56,3,4074.2299999999977,0.4897223285517188,0.15119173181834455,0.6550819589770166,11761.46,191.32999999999998,1
197,ee6a20b979,2024-06-01,3,6579.35,11207.37,34111.76,55,29483.74,77,0,0.0,34111.76,6,3640.45,8,1714.17,3,312.96,0,1862.0,5,731.39,3,8074.35,0,0.0,14.83,205.05,0.0,0.0,0.0,30.78,4,2040.08,57,-666.49,38903.13,2,4628.02,0.0,0.05980576786422043,0.7245744832225024,39569.619999999995,219.88000000000002,0
198,e4829048c5,2025-03-10,3,955.85,15323.76,9115.43,54,10071.28,18,4,4505.92,4609.51,8,1730.94,20,2356.23,0,477.33,4,846.72,4,379.24,3,1986.82,3,866.91,21.12,75.83,0.0,155.33,0.0,35.32,6,850.08,89,-60.48,11072.69,2,-955.8500000000004,0.4943178763920078,0.09325725720015403,1.0,11133.17,252.28000000000003,0
199,3dd3a5a825,2024-11-08,3,9189.74,16906.49,19961.26,21,12244.51,42,3,8695.57,11265.69,6,276.14,13,787.6,6,88.95,10,935.72,0,91.49,5,1200.19,4,511.25,14.71,99.75,44.51,172.42,10.73,47.9,2,1934.31,42,4820.84,17513.43,3,7716.749999999998,0.4356223003958668,0.09690320150130804,0.42003739151315567,12692.59,342.12,1
200,fe80a830dc,2025-01-03,3,1388.91,15472.22,791.13,18,2180.04,32,2,694.55,96.58,5,101.78,7,159.13,1,27.52,2,132.03,2,205.01,2,274.26,0,0.0,41.87,133.41,0.0,0.0,0.0,24.54,9,434.63,56,-583.53,5574.97,2,-1388.9099999999999,0.877921454122584,0.5493787367436451,1.0,6158.5,175.28,2
201,7a9bacb50c,2024-02-08,3,6856.47,10219.56,26655.65,11,23292.56,23,6,13290.74,13364.91,5,4286.37,2,5402.42,6,746.72,7,1811.67,3,758.7,0,3705.85,0,0.0,12.59,76.92,21.39,0.0,17.56,17.98,2,4352.96,18,682.16,33447.22,2,3363.09,0.49860873773477665,0.1633034647438723,0.695048836062893,32765.06,128.46,2
202,0d64de42a7,2024-10-23,3,1390.86,4752.59,16236.72,14,12874.99,113,2,6432.12,9804.6,2,1060.78,1,2253.13,0,262.89,2,1237.03,5,122.02,3,2386.59,1,1591.29,21.25,147.7,0.0,193.99,0.0,50.81,0,2402.05,54,355.86,6272.43,1,3361.7299999999996,0.39614651234978493,0.14793936213718042,0.7303889700117657,5916.570000000001,362.94,1
203,eb4bcf84a6,2024-04-01,3,4419.35,14611.38,20770.54,47,10578.51,53,2,8256.28,12514.26,6,1345.29,18,2879.61,5,438.59,5,911.96,1,53.92,5,2638.0,1,1088.14,30.24,45.27,0.0,113.54,0.0,26.47,8,1505.86,55,1444.2,17651.65,3,10192.03,0.39749953539965743,0.07249980019778011,0.4199506230475798,16207.45,189.05,1
204,ba12282d20,2024-11-19,3,9116.45,15118.22,31876.16,33,25874.39,69,3,12426.71,19449.45,3,4846.41,8,879.99,1,611.08,3,884.36,0,2216.18,0,2095.78,0,0.0,15.92,290.88,0.0,0.0,0.0,42.95,9,4709.27,57,8247.22,27980.24,2,6001.77,0.38984338138596364,0.14773642747432567,0.6311964522385864,19733.020000000004,306.8,1
205,1fb346f65f,2024-01-05,3,9091.41,6194.57,19015.29,20,21912.13,95,6,10542.39,8472.9,3,6160.78,3,5116.52,3,588.06,8,1645.94,2,1242.84,0,3690.0,0,0.0,20.47,161.18,28.59,0.0,18.84,32.07,8,2033.33,75,1021.1,12883.85,3,-2896.84,0.5544164722178836,0.10693131685080795,0.7796052186845129,11862.75,229.08,0
206,fdc4077e16,2024-10-25,3,2806.07,15281.05,38718.15,18,26243.17,15,1,34422.88,4295.27,10,7547.11,1,8531.51,3,590.43,10,2159.55,5,1299.08,3,1067.9,2,592.8,40.23,37.63,11.15,120.02,48.2,36.01,10,3038.14,41,233.01,35730.72,3,12474.980000000003,0.8890631396386448,0.0784681086260578,0.6319966997573946,35497.71,257.23,2
207,510a339d3d,2024-12-26,3,8914.72,12192.39,14556.17,22,11278.5,56,2,12522.29,2033.88,10,2118.76,5,622.64,2,501.43,5,476.21,1,722.32,0,511.57,0,0.0,33.54,166.55,0.0,0.0,0.0,28.01,10,383.88,46,1132.9,19509.73,1,3277.67,0.8602736846299542,0.02637232184015438,0.4805314157239031,18376.829999999998,200.09,2
208,d3602c8617,2024-06-29,3,2363.23,4438.46,8958.67,55,6883.44,103,1,3342.62,5616.05,3,884.17,18,1812.39,5,24.58,10,443.59,0,563.46,5,1149.09,5,480.08,26.4,269.33,0.0,45.91,0.0,47.83,0,1221.6,49,944.89,10538.9,3,2075.2300000000005,0.373115652211768,0.13635952658151265,0.6079756931257121,9594.01,341.64,1
